order_id,customer_id,order_date,city,warehouse,distance_km,order_value,order_items,warehouse_load,promised_delivery_days,actual_delivery_days,is_delayed,delay_days,past_delays,is_returned,delivery_cost,return_cost,month,distance_segment,load_segment,delay_probability
ORD02189,CUST0463,2024-07-01 08:00:00,Bangalore,WH_North,187,1000,3,173,2,1,0,0,4,1,424,500,2024-07,Long,High,0.3353134492161554
ORD02190,CUST0040,2024-07-01 10:00:00,Kolkata,WH_East,367,27175,7,144,2,4,1,2,1,0,984,0,2024-07,Long,Medium,0.5634389593991552
ORD02191,CUST0537,2024-07-01 12:00:00,Kolkata,WH_South,246,8583,2,112,2,3,1,1,2,0,642,0,2024-07,Long,Medium,0.7164013270096676
ORD02192,CUST0261,2024-07-01 14:00:00,Pune,WH_East,58,41562,1,183,2,2,0,0,1,1,166,500,2024-07,Medium,High,0.6622592958664338
ORD02193,CUST0395,2024-07-01 16:00:00,Chennai,WH_West,466,16220,10,173,2,3,1,1,1,1,1082,500,2024-07,Long,High,0.6377812924021579
ORD02194,CUST0955,2024-07-01 18:00:00,Pune,WH_East,172,6043,1,165,3,2,0,0,1,0,394,0,2024-07,Long,High,0.4034282937824479
ORD02195,CUST0226,2024-07-01 20:00:00,Kolkata,WH_North,123,3776,6,144,7,7,0,0,0,0,296,0,2024-07,Medium,Medium,0.3420388964061123
ORD02196,CUST0984,2024-07-01 22:00:00,Chennai,WH_South,147,31135,3,116,5,6,1,1,0,1,444,500,2024-07,Medium,Medium,0.6900953690781962
ORD02197,CUST0124,2024-07-02 00:00:00,Bangalore,WH_North,85,24680,7,244,7,10,1,3,2,0,520,0,2024-07,Medium,High,0.6960279738879248
ORD02198,CUST0975,2024-07-02 02:00:00,Chennai,WH_West,249,7113,8,146,2,3,1,1,0,0,648,0,2024-07,Long,Medium,0.510853711912493
ORD02199,CUST0038,2024-07-02 04:00:00,Mumbai,WH_East,406,44997,5,165,7,8,1,1,2,1,962,500,2024-07,Long,High,0.6712117579258796
ORD02200,CUST0328,2024-07-02 06:00:00,Pune,WH_North,356,1827,5,236,7,10,1,3,1,0,1062,0,2024-07,Long,High,0.5715801688318602
ORD02201,CUST0251,2024-07-02 08:00:00,Chennai,WH_North,362,41040,12,62,3,3,0,0,0,0,774,0,2024-07,Long,Low,0.6358552715403133
ORD02202,CUST0901,2024-07-02 10:00:00,Bangalore,WH_North,411,11166,2,198,5,7,1,2,6,1,1072,500,2024-07,Long,High,0.7465219539566615
ORD02203,CUST0176,2024-07-02 12:00:00,Hyderabad,WH_North,66,26755,8,113,5,8,1,3,0,0,482,0,2024-07,Medium,Medium,0.6259506450098119
ORD02204,CUST0602,2024-07-02 14:00:00,Kolkata,WH_West,50,20630,10,214,2,2,0,0,2,0,150,0,2024-07,Short,High,0.5598241098925127
ORD02205,CUST0914,2024-07-02 16:00:00,Chennai,WH_West,91,22568,13,134,3,3,0,0,2,0,232,0,2024-07,Medium,Medium,0.5721274704983158
ORD02206,CUST0454,2024-07-02 18:00:00,Kolkata,WH_East,103,49557,1,225,3,8,1,5,2,0,756,0,2024-07,Medium,High,0.7388456577493003
ORD02207,CUST0037,2024-07-02 20:00:00,Delhi,WH_East,299,19446,10,105,3,8,1,5,1,0,1148,0,2024-07,Long,Medium,0.6134256418695972
ORD02208,CUST0316,2024-07-02 22:00:00,Mumbai,WH_South,403,21047,9,221,3,3,0,0,2,0,856,0,2024-07,Long,High,0.5741579052890748
ORD02209,CUST0688,2024-07-03 00:00:00,Pune,WH_West,57,20201,1,190,3,3,0,0,1,0,164,0,2024-07,Medium,High,0.561997647678499
ORD02210,CUST0973,2024-07-03 02:00:00,Mumbai,WH_North,476,6269,1,181,5,5,0,0,2,0,1002,0,2024-07,Long,High,0.3980212459996141
ORD02211,CUST0796,2024-07-03 04:00:00,Delhi,WH_North,196,25383,1,161,5,5,0,0,2,0,442,0,2024-07,Long,High,0.6122335557274402
ORD02212,CUST0965,2024-07-03 06:00:00,Delhi,WH_South,451,14163,7,82,7,8,1,1,3,0,1052,0,2024-07,Long,Low,0.5609266360970164
ORD02213,CUST0973,2024-07-03 08:00:00,Pune,WH_North,480,39186,4,214,5,6,1,1,1,1,1110,500,2024-07,Long,High,0.657799567086075
ORD02214,CUST0593,2024-07-03 10:00:00,Chennai,WH_South,84,37823,12,102,3,6,1,3,2,0,518,0,2024-07,Medium,Medium,0.6579553725852577
ORD02215,CUST0114,2024-07-03 12:00:00,Delhi,WH_East,20,35662,7,150,7,7,0,0,1,0,90,0,2024-07,Short,Medium,0.5696067278346417
ORD02216,CUST0040,2024-07-03 14:00:00,Hyderabad,WH_West,364,23352,5,201,5,8,1,3,2,1,1078,500,2024-07,Long,High,0.6079850972594353
ORD02217,CUST0301,2024-07-03 16:00:00,Kolkata,WH_South,491,20888,12,138,7,7,0,0,3,0,1032,0,2024-07,Long,Medium,0.4364696394452239
ORD02218,CUST0224,2024-07-03 18:00:00,Kolkata,WH_North,330,33934,14,228,5,4,0,0,3,0,710,0,2024-07,Long,High,0.5363771794701833
ORD02219,CUST0318,2024-07-03 20:00:00,Bangalore,WH_South,198,22602,7,218,2,3,1,1,0,1,546,500,2024-07,Long,High,0.595495376209675
ORD02220,CUST0349,2024-07-03 22:00:00,Delhi,WH_East,145,22036,10,78,5,5,0,0,5,0,340,0,2024-07,Medium,Low,0.5411997178678842
ORD02221,CUST0115,2024-07-04 00:00:00,Delhi,WH_North,112,12855,14,236,7,7,0,0,4,0,274,0,2024-07,Medium,High,0.5938381144275714
ORD02222,CUST0698,2024-07-04 02:00:00,Hyderabad,WH_East,307,2734,7,217,2,5,1,3,0,0,964,0,2024-07,Long,High,0.677938397138083
ORD02223,CUST0323,2024-07-04 04:00:00,Mumbai,WH_East,269,39603,4,100,3,3,0,0,2,0,588,0,2024-07,Long,Low,0.6047496815624749
ORD02224,CUST0568,2024-07-04 06:00:00,Mumbai,WH_South,451,31647,2,99,7,9,1,2,3,0,1152,0,2024-07,Long,Low,0.6597885563293663
ORD02225,CUST0040,2024-07-04 08:00:00,Kolkata,WH_East,294,24159,8,160,3,3,0,0,1,0,638,0,2024-07,Long,High,0.5346529908504962
ORD02226,CUST0866,2024-07-04 10:00:00,Kolkata,WH_North,213,44771,2,85,3,2,0,0,5,0,476,0,2024-07,Long,Low,0.7346758972773515
ORD02227,CUST0040,2024-07-04 12:00:00,Chennai,WH_East,479,39627,9,158,7,8,1,1,3,0,1108,0,2024-07,Long,High,0.6314341674536729
ORD02228,CUST0859,2024-07-04 14:00:00,Pune,WH_East,417,17060,5,109,3,6,1,3,1,1,1184,500,2024-07,Long,Medium,0.6882937196832681
ORD02229,CUST0973,2024-07-04 16:00:00,Hyderabad,WH_South,169,47144,9,195,7,8,1,1,1,0,488,0,2024-07,Long,High,0.5483595291979727
ORD02230,CUST0749,2024-07-04 18:00:00,Pune,WH_East,431,23588,9,69,7,8,1,1,2,0,1012,0,2024-07,Long,Low,0.6938524717367635
ORD02231,CUST0289,2024-07-04 20:00:00,Pune,WH_West,346,3428,14,182,5,9,1,4,4,0,1142,0,2024-07,Long,High,0.7101952647097964
ORD02232,CUST0262,2024-07-04 22:00:00,Bangalore,WH_South,375,40885,8,195,2,4,1,2,2,0,1000,0,2024-07,Long,High,0.5518229588749031
ORD02233,CUST0216,2024-07-05 00:00:00,Pune,WH_South,324,40882,8,173,3,3,0,0,1,0,698,0,2024-07,Long,High,0.5296553473419747
ORD02234,CUST0147,2024-07-05 02:00:00,Bangalore,WH_North,156,28684,4,217,3,5,1,2,2,1,562,500,2024-07,Long,High,0.649911054312584
ORD02235,CUST0336,2024-07-05 04:00:00,Pune,WH_North,459,20599,14,50,2,3,1,1,3,1,1068,500,2024-07,Long,Low,0.8072347173685712
ORD02236,CUST0168,2024-07-05 06:00:00,Hyderabad,WH_North,294,4774,4,68,2,4,1,2,1,0,838,0,2024-07,Long,Low,0.6570432259323516
ORD02237,CUST0092,2024-07-05 08:00:00,Bangalore,WH_North,436,25470,14,136,2,3,1,1,2,0,1022,0,2024-07,Long,Medium,0.6451836611245431
ORD02238,CUST0353,2024-07-05 10:00:00,Mumbai,WH_West,272,26244,2,203,2,2,0,0,5,0,594,0,2024-07,Long,High,0.6399196359402637
ORD02239,CUST0571,2024-07-05 12:00:00,Bangalore,WH_South,155,38239,4,78,2,3,1,1,0,0,460,0,2024-07,Long,Low,0.5360450952311594
ORD02240,CUST0571,2024-07-05 14:00:00,Bangalore,WH_East,211,8889,4,108,5,6,1,1,2,0,572,0,2024-07,Long,Medium,0.6038486485399128
ORD02241,CUST0816,2024-07-05 16:00:00,Hyderabad,WH_North,259,17852,6,112,7,8,1,1,0,0,668,0,2024-07,Long,Medium,0.6500456444663908
ORD02242,CUST0681,2024-07-05 18:00:00,Hyderabad,WH_North,357,21648,3,147,2,5,1,3,0,0,1064,0,2024-07,Long,Medium,0.6617651451843882
ORD02243,CUST0781,2024-07-05 20:00:00,Bangalore,WH_North,381,32328,2,239,5,8,1,3,0,0,1112,0,2024-07,Long,High,0.7157033382695936
ORD02244,CUST0363,2024-07-05 22:00:00,Delhi,WH_East,145,3004,8,97,2,3,1,1,2,0,440,0,2024-07,Medium,Low,0.6809588797053503
ORD02245,CUST0557,2024-07-06 00:00:00,Hyderabad,WH_North,347,39274,2,111,2,3,1,1,1,1,844,500,2024-07,Long,Medium,0.7043037769099353
ORD02246,CUST0345,2024-07-06 02:00:00,Chennai,WH_East,362,29243,8,67,3,4,1,1,3,1,874,500,2024-07,Long,Low,0.6496642236964812
ORD02247,CUST0693,2024-07-06 04:00:00,Chennai,WH_South,100,29394,7,243,3,4,1,1,2,1,350,500,2024-07,Medium,High,0.658150104394838
ORD02248,CUST0170,2024-07-06 06:00:00,Mumbai,WH_South,433,31495,3,76,3,7,1,4,2,0,1316,0,2024-07,Long,Low,0.641520626873793
ORD02249,CUST0356,2024-07-06 08:00:00,Pune,WH_South,374,41211,6,55,3,4,1,1,2,0,898,0,2024-07,Long,Low,0.6593023321808154
ORD02250,CUST0191,2024-07-06 10:00:00,Bangalore,WH_West,231,18248,6,247,7,7,0,0,5,0,512,0,2024-07,Long,High,0.4199930260060479
ORD02251,CUST0667,2024-07-06 12:00:00,Delhi,WH_East,197,23600,10,236,7,8,1,1,4,0,544,0,2024-07,Long,High,0.7269221697838856
ORD02252,CUST0422,2024-07-06 14:00:00,Mumbai,WH_North,307,34191,14,55,3,4,1,1,4,0,764,0,2024-07,Long,Low,0.8378069752089771
ORD02253,CUST0700,2024-07-06 16:00:00,Bangalore,WH_North,318,23481,5,80,3,4,1,1,1,0,786,0,2024-07,Long,Low,0.6752363248401663
ORD02254,CUST0007,2024-07-06 18:00:00,Hyderabad,WH_North,497,33208,13,154,2,3,1,1,0,0,1144,0,2024-07,Long,High,0.6639980330196074
ORD02255,CUST0133,2024-07-06 20:00:00,Chennai,WH_North,393,10746,8,143,2,2,0,0,2,1,836,500,2024-07,Long,Medium,0.4201324052161592
ORD02256,CUST0747,2024-07-06 22:00:00,Kolkata,WH_West,381,45743,11,105,3,2,0,0,7,0,812,0,2024-07,Long,Medium,0.44290634741292156
ORD02257,CUST0557,2024-07-07 00:00:00,Delhi,WH_North,465,32986,12,231,3,3,0,0,1,0,980,0,2024-07,Long,High,0.6174719927871414
ORD02258,CUST0826,2024-07-07 02:00:00,Kolkata,WH_West,122,30840,5,218,3,4,1,1,1,0,394,0,2024-07,Medium,High,0.6531858711451163
ORD02259,CUST0761,2024-07-07 04:00:00,Chennai,WH_East,9,19838,7,67,2,2,0,0,2,0,68,0,2024-07,Short,Low,0.4300759294907728
ORD02260,CUST0031,2024-07-07 06:00:00,Pune,WH_South,448,3586,6,136,3,6,1,3,1,0,1246,0,2024-07,Long,Medium,0.7317447741465982
ORD02261,CUST0535,2024-07-07 08:00:00,Pune,WH_North,356,26035,11,72,3,3,0,0,1,0,762,0,2024-07,Long,Low,0.48848869912206055
ORD02262,CUST0426,2024-07-07 10:00:00,Kolkata,WH_South,247,15360,7,213,7,11,1,4,0,0,944,0,2024-07,Long,High,0.6556375804027205
ORD02263,CUST0394,2024-07-07 12:00:00,Hyderabad,WH_East,25,17513,13,74,7,7,0,0,1,0,100,0,2024-07,Short,Low,0.6683889436613808
ORD02264,CUST0672,2024-07-07 14:00:00,Bangalore,WH_East,156,7907,9,56,2,2,0,0,0,0,362,0,2024-07,Long,Low,0.4192236634123047
ORD02265,CUST0363,2024-07-07 16:00:00,Hyderabad,WH_North,132,34042,3,197,7,8,1,1,2,0,414,0,2024-07,Medium,High,0.7344689479236922
ORD02266,CUST0437,2024-07-07 18:00:00,Kolkata,WH_East,128,25435,10,182,2,2,0,0,6,0,306,0,2024-07,Medium,High,0.5188676134283896
ORD02267,CUST0670,2024-07-07 20:00:00,Hyderabad,WH_South,150,41977,7,67,5,9,1,4,1,1,750,500,2024-07,Medium,Low,0.6235997643460142
ORD02268,CUST0551,2024-07-07 22:00:00,Chennai,WH_North,281,49579,13,155,3,2,0,0,7,1,612,500,2024-07,Long,High,0.6941200528186375
ORD02269,CUST0927,2024-07-08 00:00:00,Delhi,WH_West,314,34611,10,82,2,3,1,1,1,0,778,0,2024-07,Long,Low,0.6902489424478159
ORD02270,CUST0082,2024-07-08 02:00:00,Hyderabad,WH_North,398,10661,3,128,7,11,1,4,2,0,1246,0,2024-07,Long,Medium,0.6141903951978795
ORD02271,CUST0356,2024-07-08 04:00:00,Chennai,WH_South,156,24081,13,84,5,5,0,0,1,0,362,0,2024-07,Long,Low,0.5119051846931112
ORD02272,CUST0258,2024-07-08 06:00:00,Delhi,WH_North,364,32777,2,159,7,7,0,0,4,0,778,0,2024-07,Long,High,0.5783240108589565
ORD02273,CUST0718,2024-07-08 08:00:00,Pune,WH_North,115,21900,12,114,2,2,0,0,3,0,280,0,2024-07,Medium,Medium,0.5998811768295065
ORD02274,CUST0589,2024-07-08 10:00:00,Bangalore,WH_South,473,11919,7,112,5,6,1,1,2,0,1096,0,2024-07,Long,Medium,0.7142944909727263
ORD02275,CUST0989,2024-07-08 12:00:00,Kolkata,WH_North,477,41065,4,121,7,7,0,0,1,0,1004,0,2024-07,Long,Medium,0.5783549143794476
ORD02276,CUST0524,2024-07-08 14:00:00,Pune,WH_North,120,19783,1,248,5,6,1,1,3,0,390,0,2024-07,Medium,High,0.6296356679496937
ORD02277,CUST0295,2024-07-08 16:00:00,Bangalore,WH_South,192,1434,6,90,3,6,1,3,3,0,734,0,2024-07,Long,Low,0.5841897082443911
ORD02278,CUST0962,2024-07-08 18:00:00,Pune,WH_East,61,35254,11,227,3,6,1,3,2,0,472,0,2024-07,Medium,High,0.638864060587824
ORD02279,CUST0224,2024-07-08 20:00:00,Mumbai,WH_South,255,21880,6,177,5,4,0,0,2,0,560,0,2024-07,Long,High,0.6263198950168671
ORD02280,CUST0525,2024-07-08 22:00:00,Pune,WH_North,388,14516,6,157,7,7,0,0,3,1,826,500,2024-07,Long,High,0.5180258995786259
ORD02281,CUST0046,2024-07-09 00:00:00,Chennai,WH_West,411,38733,2,153,7,7,0,0,4,0,872,0,2024-07,Long,High,0.5647936022341098
ORD02282,CUST0667,2024-07-09 02:00:00,Delhi,WH_West,154,23195,1,207,7,8,1,1,3,1,458,500,2024-07,Long,High,0.7043227585221752
ORD02283,CUST0113,2024-07-09 04:00:00,Pune,WH_South,456,25452,3,87,3,3,0,0,3,1,962,500,2024-07,Long,Low,0.544336847875995
ORD02284,CUST0233,2024-07-09 06:00:00,Hyderabad,WH_West,166,43234,12,84,2,5,1,3,4,1,682,500,2024-07,Long,Low,0.5502184334290174
ORD02285,CUST0017,2024-07-09 08:00:00,Bangalore,WH_North,124,16221,14,243,2,4,1,2,3,1,498,500,2024-07,Medium,High,0.7334339896606648
ORD02286,CUST0360,2024-07-09 10:00:00,Pune,WH_North,74,2005,2,223,5,5,0,0,2,0,198,0,2024-07,Medium,High,0.354797292345377
ORD02287,CUST0223,2024-07-09 12:00:00,Delhi,WH_South,416,5863,6,185,7,8,1,1,2,0,982,0,2024-07,Long,High,0.6496416261286061
ORD02288,CUST0866,2024-07-09 14:00:00,Chennai,WH_North,355,49208,13,151,5,5,0,0,3,0,760,0,2024-07,Long,High,0.6196306375681518
ORD02289,CUST0700,2024-07-09 16:00:00,Mumbai,WH_East,103,44114,12,117,2,2,0,0,2,0,256,0,2024-07,Medium,Medium,0.6393741377911674
ORD02290,CUST0448,2024-07-09 18:00:00,Bangalore,WH_North,171,1510,6,86,2,2,0,0,1,0,392,0,2024-07,Long,Low,0.5354975561657281
ORD02291,CUST0856,2024-07-09 20:00:00,Kolkata,WH_South,302,48192,13,134,7,7,0,0,2,0,654,0,2024-07,Long,Medium,0.4516792401321954
ORD02292,CUST0365,2024-07-09 22:00:00,Delhi,WH_East,155,46750,5,190,5,6,1,1,1,0,460,0,2024-07,Long,High,0.6862077781382662
ORD02293,CUST0675,2024-07-10 00:00:00,Kolkata,WH_East,330,20361,10,222,7,8,1,1,0,0,810,0,2024-07,Long,High,0.6694845008279217
ORD02294,CUST0326,2024-07-10 02:00:00,Delhi,WH_West,468,24625,10,78,2,2,0,0,1,0,986,0,2024-07,Long,Low,0.5662993010298516
ORD02295,CUST0467,2024-07-10 04:00:00,Delhi,WH_North,6,9869,5,90,2,7,1,5,1,0,562,0,2024-07,Short,Low,0.7377964737596113
ORD02296,CUST0414,2024-07-10 06:00:00,Chennai,WH_South,156,4357,9,105,7,8,1,1,2,0,462,0,2024-07,Long,Medium,0.5656459916461364
ORD02297,CUST0455,2024-07-10 08:00:00,Chennai,WH_West,405,27171,14,65,5,5,0,0,5,0,860,0,2024-07,Long,Low,0.4627265126577035
ORD02298,CUST0586,2024-07-10 10:00:00,Chennai,WH_West,369,10364,5,189,3,3,0,0,1,0,788,0,2024-07,Long,High,0.6015688186523209
ORD02299,CUST0233,2024-07-10 12:00:00,Pune,WH_North,69,32990,13,115,7,8,1,1,2,0,288,0,2024-07,Medium,Medium,0.7148659829362658
ORD02300,CUST0224,2024-07-10 14:00:00,Hyderabad,WH_North,330,10620,10,239,2,7,1,5,1,0,1210,0,2024-07,Long,High,0.5602153042629336
ORD02301,CUST0994,2024-07-10 16:00:00,Delhi,WH_South,73,20723,6,196,3,4,1,1,4,0,296,0,2024-07,Medium,High,0.603368296945219
ORD02302,CUST0831,2024-07-10 18:00:00,Bangalore,WH_West,125,32650,11,207,7,11,1,4,0,0,700,0,2024-07,Medium,High,0.68457144602761
ORD02303,CUST0412,2024-07-10 20:00:00,Kolkata,WH_South,113,44638,4,193,3,4,1,1,1,1,376,500,2024-07,Medium,High,0.6041455398534672
ORD02304,CUST0572,2024-07-10 22:00:00,Chennai,WH_West,320,3053,10,190,7,8,1,1,3,0,790,0,2024-07,Long,High,0.7390940297566769
ORD02305,CUST0335,2024-07-11 00:00:00,Pune,WH_West,251,15989,14,118,2,3,1,1,1,0,652,0,2024-07,Long,Medium,0.6536106021048602
ORD02306,CUST0222,2024-07-11 02:00:00,Chennai,WH_West,438,4889,14,72,7,9,1,2,1,1,1126,500,2024-07,Long,Low,0.6665908724855902
ORD02307,CUST0037,2024-07-11 04:00:00,Kolkata,WH_North,97,22450,1,239,3,3,0,0,2,0,244,0,2024-07,Medium,High,0.6434711290765885
ORD02308,CUST0989,2024-07-11 06:00:00,Kolkata,WH_West,272,11589,4,208,5,8,1,3,0,0,894,0,2024-07,Long,High,0.572078081081441
ORD02309,CUST0278,2024-07-11 08:00:00,Delhi,WH_West,107,42499,2,102,2,1,0,0,1,0,264,0,2024-07,Medium,Medium,0.5269144531310063
ORD02310,CUST0196,2024-07-11 10:00:00,Chennai,WH_West,435,3551,10,169,2,3,1,1,3,0,1020,0,2024-07,Long,High,0.7121409462000614
ORD02311,CUST0916,2024-07-11 12:00:00,Kolkata,WH_East,455,38590,3,194,3,4,1,1,3,0,1060,0,2024-07,Long,High,0.7438034052526298
ORD02312,CUST0864,2024-07-11 14:00:00,Hyderabad,WH_North,116,29305,7,177,7,8,1,1,3,0,382,0,2024-07,Medium,High,0.6685745447993304
ORD02313,CUST0484,2024-07-11 16:00:00,Hyderabad,WH_East,325,29942,7,98,7,7,0,0,1,0,700,0,2024-07,Long,Low,0.5861877737751268
ORD02314,CUST0242,2024-07-11 18:00:00,Chennai,WH_North,415,45057,1,226,7,8,1,1,3,0,980,0,2024-07,Long,High,0.748848568622273
ORD02315,CUST0324,2024-07-11 20:00:00,Pune,WH_South,308,3055,8,244,2,3,1,1,0,0,766,0,2024-07,Long,High,0.6880176422693954
ORD02316,CUST0731,2024-07-11 22:00:00,Kolkata,WH_East,348,13267,7,203,2,4,1,2,3,0,946,0,2024-07,Long,High,0.7502678704511411
ORD02317,CUST0192,2024-07-12 00:00:00,Delhi,WH_South,66,958,1,62,3,5,1,2,3,0,382,0,2024-07,Medium,Low,0.5864288556226687
ORD02318,CUST0017,2024-07-12 02:00:00,Delhi,WH_West,304,48969,8,157,7,9,1,2,1,0,858,0,2024-07,Long,High,0.5205625331313698
ORD02319,CUST0524,2024-07-12 04:00:00,Pune,WH_South,407,16566,14,215,7,7,0,0,1,0,864,0,2024-07,Long,High,0.5860275957949521
ORD02320,CUST0918,2024-07-12 06:00:00,Delhi,WH_South,447,5221,14,199,3,8,1,5,4,0,1444,0,2024-07,Long,High,0.7721536161798255
ORD02321,CUST0401,2024-07-12 08:00:00,Mumbai,WH_South,140,12946,2,134,2,5,1,3,0,0,630,0,2024-07,Medium,Medium,0.6691672300852325
ORD02322,CUST0906,2024-07-12 10:00:00,Chennai,WH_South,59,6804,8,206,2,2,0,0,4,0,168,0,2024-07,Medium,High,0.4706555535422521
ORD02323,CUST0886,2024-07-12 12:00:00,Delhi,WH_North,112,46833,3,94,5,5,0,0,1,0,274,0,2024-07,Medium,Low,0.5796713857458144
ORD02324,CUST0705,2024-07-12 14:00:00,Hyderabad,WH_East,307,43467,10,223,5,5,0,0,3,0,664,0,2024-07,Long,High,0.48259930871870166
ORD02325,CUST0022,2024-07-12 16:00:00,Kolkata,WH_North,262,35188,7,216,7,8,1,1,1,1,674,500,2024-07,Long,High,0.6769624447646074
ORD02326,CUST0474,2024-07-12 18:00:00,Bangalore,WH_North,257,13727,13,246,2,5,1,3,2,0,864,0,2024-07,Long,High,0.7295197711516047
ORD02327,CUST0120,2024-07-12 20:00:00,Pune,WH_North,226,40962,6,131,7,9,1,2,1,0,702,0,2024-07,Long,Medium,0.6878295253291767
ORD02328,CUST0210,2024-07-12 22:00:00,Bangalore,WH_South,482,6798,5,117,2,5,1,3,1,0,1314,0,2024-07,Long,Medium,0.7258504298901665
ORD02329,CUST0306,2024-07-13 00:00:00,Delhi,WH_North,373,39897,11,146,5,5,0,0,2,0,796,0,2024-07,Long,Medium,0.5318301138917737
ORD02330,CUST0270,2024-07-13 02:00:00,Bangalore,WH_East,171,45987,10,216,3,4,1,1,2,0,492,0,2024-07,Long,High,0.6030858180254698
ORD02331,CUST0704,2024-07-13 04:00:00,Bangalore,WH_North,433,38414,14,197,2,2,0,0,1,0,916,0,2024-07,Long,High,0.6227449787210536
ORD02332,CUST0687,2024-07-13 06:00:00,Mumbai,WH_West,164,10806,11,126,5,5,0,0,1,0,378,0,2024-07,Long,Medium,0.485758882248988
ORD02333,CUST0285,2024-07-13 08:00:00,Hyderabad,WH_South,453,3089,2,245,5,7,1,2,4,1,1156,500,2024-07,Long,High,0.4566655981900734
ORD02334,CUST0716,2024-07-13 10:00:00,Pune,WH_West,170,37578,2,84,2,2,0,0,1,0,390,0,2024-07,Long,Low,0.5024010307497497
ORD02335,CUST0676,2024-07-13 12:00:00,Hyderabad,WH_East,209,35509,13,185,7,9,1,2,2,0,668,0,2024-07,Long,High,0.6471759119037687
ORD02336,CUST0763,2024-07-13 14:00:00,Mumbai,WH_East,271,14101,12,101,2,3,1,1,2,1,692,500,2024-07,Long,Medium,0.7602015218541085
ORD02337,CUST0227,2024-07-13 16:00:00,Mumbai,WH_East,142,8211,1,89,5,8,1,3,0,0,634,0,2024-07,Medium,Low,0.5999203738590119
ORD02338,CUST0948,2024-07-13 18:00:00,Bangalore,WH_East,372,21864,14,170,2,2,0,0,2,0,794,0,2024-07,Long,High,0.4888747553769865
ORD02339,CUST0381,2024-07-13 20:00:00,Chennai,WH_North,447,34206,9,162,3,5,1,2,0,0,1144,0,2024-07,Long,High,0.6275310987556229
ORD02340,CUST0460,2024-07-13 22:00:00,Kolkata,WH_South,350,30110,11,160,7,12,1,5,1,1,1250,500,2024-07,Long,High,0.614154304284685
ORD02341,CUST0007,2024-07-14 00:00:00,Kolkata,WH_East,252,37569,8,85,2,5,1,3,2,0,854,0,2024-07,Long,Low,0.6408635232420449
ORD02342,CUST0029,2024-07-14 02:00:00,Bangalore,WH_West,59,4470,8,183,5,7,1,2,3,0,368,0,2024-07,Medium,High,0.678729155759214
ORD02343,CUST0907,2024-07-14 04:00:00,Kolkata,WH_East,408,4499,1,119,5,7,1,2,0,0,1066,0,2024-07,Long,Medium,0.5552968298129919
ORD02344,CUST0033,2024-07-14 06:00:00,Mumbai,WH_South,213,21534,5,122,7,8,1,1,1,0,576,0,2024-07,Long,Medium,0.6840079016672691
ORD02345,CUST0646,2024-07-14 08:00:00,Hyderabad,WH_West,21,36676,12,65,2,4,1,2,2,0,292,0,2024-07,Short,Low,0.6815324795964512
ORD02346,CUST0879,2024-07-14 10:00:00,Kolkata,WH_West,72,47075,6,223,5,7,1,2,0,0,394,0,2024-07,Medium,High,0.6846268131436024
ORD02347,CUST0079,2024-07-14 12:00:00,Pune,WH_West,137,42230,2,236,7,8,1,1,3,0,424,0,2024-07,Medium,High,0.6409435026065035
ORD02348,CUST0928,2024-07-14 14:00:00,Bangalore,WH_North,192,17132,10,87,3,5,1,2,1,1,634,500,2024-07,Long,Low,0.5573785203709546
ORD02349,CUST0947,2024-07-14 16:00:00,Chennai,WH_East,411,13885,5,67,7,8,1,1,3,0,972,0,2024-07,Long,Low,0.7695721033771719
ORD02350,CUST0459,2024-07-14 18:00:00,Bangalore,WH_North,434,6450,6,61,2,2,0,0,4,1,918,500,2024-07,Long,Low,0.5576034990739764
ORD02351,CUST0570,2024-07-14 20:00:00,Delhi,WH_West,312,36194,9,103,2,3,1,1,3,0,774,0,2024-07,Long,Medium,0.6480243274670725
ORD02352,CUST0983,2024-07-14 22:00:00,Bangalore,WH_North,142,8475,10,224,5,5,0,0,1,0,334,0,2024-07,Medium,High,0.4530015894131491
ORD02353,CUST0538,2024-07-15 00:00:00,Mumbai,WH_North,178,21814,1,50,3,3,0,0,3,0,406,0,2024-07,Long,Low,0.6537540582305109
ORD02354,CUST0482,2024-07-15 02:00:00,Hyderabad,WH_North,416,23898,13,192,2,1,0,0,1,0,882,0,2024-07,Long,High,0.49147014563725244
ORD02355,CUST0430,2024-07-15 04:00:00,Hyderabad,WH_East,101,25777,10,160,5,5,0,0,1,0,252,0,2024-07,Medium,High,0.5759594675478314
ORD02356,CUST0738,2024-07-15 06:00:00,Pune,WH_West,175,27261,3,70,7,10,1,3,1,0,700,0,2024-07,Long,Low,0.7303094603074544
ORD02357,CUST0285,2024-07-15 08:00:00,Kolkata,WH_West,158,32033,12,178,7,8,1,1,3,0,466,0,2024-07,Long,High,0.5921790045902858
ORD02358,CUST0516,2024-07-15 10:00:00,Mumbai,WH_East,187,7466,9,142,2,1,0,0,0,1,424,500,2024-07,Long,Medium,0.40130764451525663
ORD02359,CUST0977,2024-07-15 12:00:00,Delhi,WH_North,246,42401,14,244,3,4,1,1,2,0,642,0,2024-07,Long,High,0.7111367639880981
ORD02360,CUST0099,2024-07-15 14:00:00,Mumbai,WH_North,308,7087,1,189,5,5,0,0,0,0,666,0,2024-07,Long,High,0.3997899670441244
